Id,Price,Year,Mileage,City,State,Vin,Make,Model
620,28780,2014,29000,Golden, CO,WAUGFAFC3EN038334,Audi,A62.0T
621,9990,2007,109868,Tuscon, AZ,WA1AY74L77D047890,Audi,Q7quattro
622,26990,2014,68158,St Louis, MO,WAUHGAFCXEN088813,Audi,A63.0T
623,15988,2011,98021,Whitman, MA,WA1LFAFP3BA089110,Audi,Q5quattro
624,18945,2011,66787,Canton, MA,WA1DKAFP0BA037840,Audi,Q5quattro
625,19973,2013,80677,Maitland, FL,WA1LFAFP5DA056760,Audi,Q52.0T
626,21486,2012,53315,Southborogh, MA,WA1DKAFP5CA064131,Audi,Q5quattro
627,18629,2012,92780,Beaverton, OR,WA1DKAFP3CA008656,Audi,Q5quattro
628,17351,2010,88367,Matteson, IL,WA1LYAFEXAD003037,Audi,Q7quattro
629,26677,2012,28110,Dulles, VA,WAUBGAFL0CA114734,Audi,S44dr
630,22950,2011,47901,Phoenix, AZ,WA1DKAFP2BA088918,Audi,Q5quattro
631,25500,2014,56642,Newark, CA,WA1CFAFP0EA083902,Audi,Q52.0T
632,13988,2008,121480,Boise, ID,WA1BV74L68D024339,Audi,Q7quattro
633,32998,2015,43767,Merriam, KS,WAUMFAFH8FN003059,Audi,A52.0T
634,28995,2015,32304,Roseville, CA,WA1EFCFS3FR005156,Audi,Q3quattro
635,19388,2010,86089,Mt. Juliet, TN,WA1LYAFE4AD007357,Audi,Q7quattro
636,27991,2015,37221,Grapevine, TX,WA1EFCFS4FR000659,Audi,Q3quattro
637,31995,2017,3233,Long Island City, NY,WA1ECCFS5HR006322,Audi,Q3quattro
638,36989,2015,42440,Morton Grove, IL,WAUHGAFC0FN009716,Audi,A63.0T
639,30199,2014,37428,Clearwater, FL,WA1LFAFPXEA063429,Audi,Q52.0T
640,19881,2008,47111,Bethesda, MD,TRURD38J881003363,Audi,TT3.2L
641,32989,2015,18437,Victor, NY,WAUBFGFF6F1117397,Audi,S3Premium
642,29480,2015,50022,Philadelphia, PA,WA1LFAFP5FA043722,Audi,Q52.0T
643,26995,2014,45097,Stonington, CT,WA1TFAFL4EA052312,Audi,allroad2.0T
644,34000,2015,27940,Columbus, OH,WA1LFAFP1FA045497,Audi,Q52.0T
645,33927,2016,8595,Cockeysville, MD,WA1EFCFS2GR011290,Audi,Q3quattro
646,27331,2012,67591,Garden Grove, CA,WA1DGAFE1CD010419,Audi,Q7quattro
647,32500,2015,41407,Salt Lake, UT,WA1LFAFP1FA104936,Audi,Q52.0T
648,30000,2013,50464,Hinsdale, IL,WA1LGAFE6DD001857,Audi,Q73.0T
649,43380,2017,7047,Philadelphia, PA,WAUC8AFC4HN028523,Audi,A62.0T
650,26500,2015,30876,Palo Alto, CA,WAUEFGFF8F1017069,Audi,A3Sedan
651,30888,2014,59533,Norman, OK,WA1LGAFE8ED007662,Audi,Q73.0T
652,39493,2017,16250,Roswell, GA,WA1L2AFP4HA030586,Audi,Q52.0
653,33875,2017,1000,Palo Alto, CA,WAUAUGFF7H1050684,Audi,A3
654,33762,2015,30105,Torrance, CA,WA1UFAFL9FA093377,Audi,allroad2.0T
655,32995,2014,54823,Manassas, VA,WA1LGAFEXED001989,Audi,Q73.0T
656,34991,2014,45659,Westmont, IL,WA1LGAFE6ED018854,Audi,Q73.0T
657,45881,2016,1735,Brentwood, TN,WAUM2AFH3GN011602,Audi,A52.0T
658,42777,2018,6,Grapevine, TX,WA1JCCFS9JR002407,Audi,Q3Premium
659,31881,2013,62869,Anaheim, CA,WAURGAFDXDN004405,Audi,A8
660,37500,2015,43806,Framingham, MA,WA1LGAFE7FD001482,Audi,Q73.0T
661,14995,2009,98858,Indianapolis, IN,WA1AY74L39D003307,Audi,Q7quattro
662,22999,2013,60873,Trevose, PA,WA1LFAFP0DA006381,Audi,Q52.0T
663,39995,2015,33260,Concord, CA,WA1LGAFE4FD003576,Audi,Q73.0T
664,34500,2014,51141,Union City, GA,WAUA2AFD8EN003072,Audi,A84.0T
665,45500,2016,21341,Atlanta, GA,WA1CVAFP2GA015977,Audi,Q5quattro
666,39991,2017,6414,Grapevine, TX,WA1C2AFP8HA042756,Audi,Q52.0
667,43950,2014,31622,Littleton, CO,WA1DGAFE5ED016100,Audi,Q73.0T
668,41544,2017,7042,Upper Saddle River, NJ,WA1L2AFP1HA016970,Audi,Q52.0
669,38998,2014,73585,Webster, TX,WAUF2AFC2EN066438,Audi,S6quattro
670,59497,2017,5609,Morton Grove, IL,WAUH2AFC6HN079111,Audi,A63.0T
671,31995,2011,66277,Englewood, CO,WAURVAFD3BN011151,Audi,A8
672,47999,2013,60853,Marrieta, GA,WAUD2AFD1DN009887,Audi,S8quattro
673,53993,2014,34142,Atlanta, GA,WAUD2AFD3EN006152,Audi,S8quattro
674,39989,2014,42665,Colorado Springs, CO,WA1DGAFE8ED019623,Audi,Q73.0T
675,62987,2017,1870,Sanford, FL,WA1VAAF70HD044477,Audi,Q73.0T
676,60995,2013,26005,Austin, TX,WAUR4AFD6DN025048,Audi,A8
677,79900,2015,13018,Paterson, NJ,WUAW2BFC8FN900323,Audi,RS
678,99000,2011,12714,Downers Grove, IL,WUADNAFG8BN000544,Audi,R82dr
679,56999,2009,62173,Marrieta, GA,SCBBR93WX9C057923,Bentley,Continental
680,79500,2007,19267,Raleigh, NC,SCBDR33W67C048204,Bentley,Continental
681,138991,2014,21710,Anaheim, CA,SCBFH7ZA6EC095017,Bentley,Continental
682,8989,2009,70509,Spring Branch, TX,WBAPH77599NM29555,BMW,3
683,17750,2014,33026,San Antonio, TX,WBA3C3G53ENS67891,BMW,3
684,18000,2014,49669,Sarasota, FL,WBA3B1C50EPV79376,BMW,3
685,16888,2014,49877,Orlando, FL,WBA3B1C57EP680544,BMW,3
686,16788,2014,33140,Miami, FL,WBAVM1C54EVW55308,BMW,X1sDrive28i
687,8450,2008,96236,Grove City, OH,WBAVC93548KZ73002,BMW,3
688,14595,2014,20291,Doral, FL,WBY1Z2C55EVX51584,BMW,i3Hatchback
689,19789,2014,45133,Edmond, OK,WBA3B1C59EK135376,BMW,3
690,10995,2009,81422,Great Neck, NY,WBAPK53509A645541,BMW,3
691,16995,2013,55811,Kinston, NC,WBA3A5C52DF357291,BMW,3
692,19999,2016,37682,West Park, FL,WBA8E9G59GNT82436,BMW,3
693,9994,2006,87459,Greenville, SC,WBABW534X6PL54706,BMW,3
694,14500,2011,64440,Longmont, CO,WBAPK5G57BNN25793,BMW,3
695,16500,2011,41914,Kansas City, MO,WBAPK5C53BF127612,BMW,3
696,19988,2014,33263,Union City, GA,WBA3C3C56EP661444,BMW,3
697,15595,2013,73360,Riverside, CA,WBAKE5C53DJ107023,BMW,3
698,18862,2013,50934,Buford, GA,WBA3A5C52DF351703,BMW,3
699,19895,2014,50157,Winter Park, FL,WBA3D3C53EK156472,BMW,3
700,20490,2015,37964,Plano, TX,WBA3B1G57FNT02294,BMW,3
701,18491,2013,43450,Pembroke Pines, FL,WBA3A5C5XDF359323,BMW,3
702,16388,2014,67053,Monroe, NC,WBAVM1C57EVW50300,BMW,X1sDrive28i
703,21990,2016,32933,West Park, FL,WBA8E9G55GNT83177,BMW,3
704,22430,2016,28953,Buford, GA,WBA8E9G51GNT43808,BMW,3
705,6800,2002,67063,Lincoln, NE,WBADT43412GY40200,BMW,5
706,6499,2007,105959,Roswell, GA,WBANE73597CM54342,BMW,5
707,9995,2008,88282,Stafford, VA,WBANW13578CZ83428,BMW,5
708,19999,2014,46578,Miami, FL,WBA3D5C56EKX98048,BMW,3
709,24997,2015,17250,San Francisco, CA,WBA3B1C59FK141406,BMW,3
710,14899,2011,88961,Schaumburg, IL,WBAPK7G5XBNN78600,BMW,3
711,23000,2015,33205,Little Rock, AR,WBA3B1C57FP831402,BMW,3
712,24469,2015,25860,Irvine, CA,WBA3B1C58FK136925,BMW,3
713,20990,2014,41310,Plano, TX,WBA3A5G53ENP27178,BMW,3
714,19898,2015,19690,Bellevue, WA,WBY1Z2C50FV286486,BMW,i3Hatchback
715,13995,2009,95060,Houston, TX,WBAPM77579NL87754,BMW,3
716,22990,2014,41378,Minnetonka, MN,WBA3B3C59EJ978768,BMW,3
717,15000,2012,101589,Phoenix, AZ,WBA3A5C52CF342224,BMW,3
718,24788,2016,25562,Wilmington, DE,WBA8E3C58GK502960,BMW,3
719,9995,2006,112730,San Diego, CA,WBAVB13556PT04273,BMW,3
720,21995,2014,38392,Westborough, MA,WBA3B3C5XEF545334,BMW,3
721,7333,2002,112940,Manassas, VA,WBABS33482PG83014,BMW,3
722,23820,2014,38531,Newport News, VA,WBA3A5G51ENP29334,BMW,3
723,17924,2014,91368,FONTANA, CA,WBA3C1C56EK107726,BMW,3
724,21700,2014,47235,Lexington, KY,WBA3D5C53EKX97861,BMW,3
725,8890,,133809,Santa Ana, CA,WBAVB17576NK32465,BMW,3
726,29375,2017,9557,Escondido, CA,WBA8E1G57HNU12522,BMW,3
727,23986,2012,16066,Saint James, NY,WBADW7C50CE730687,BMW,3
728,19995,2014,27533,Henderson, NV,WBY1Z4C59EVX63264,BMW,i3Hatchback
729,7999,2006,95494,Las Vegas, NV,WBXPA93426WG77741,BMW,X3AWD
730,7998,2005,103000,La Habra, CA,WBANB33505CN67515,BMW,5
731,23549,2014,34669,Lafayette, IN,WBA3B5G56ENS07344,BMW,3
732,20995,2014,61404,Grand Rapids, MI,WBAVM5C54EVV91441,BMW,X1xDrive35i
733,26844,2016,36620,Olympia, WA,WBA8E9C55GK644573,BMW,3
734,9495,2006,,Newport News, VA,WBXPA93426WD33018,BMW,X3AWD
735,9885,2008,112340,Wilmington, CA,WBANW53538CT48374,BMW,5
736,10999,2008,100551,Bellingham, WA,WBANV935X8CW55051,BMW,5
737,12000,2011,117717,Pinellas Park, FL,5UXWX5C5XBL710307,BMW,X3AWD
738,,2013,39864,Fayetteville, NC,WBAKF9C54DE860346,BMW,3
739,24850,2014,30507,Monterey Park, CA,WBA3A5G56ENP31905,BMW,3
740,26000,2014,26158,Arlington, TX,WBA3B5C59EF599915,BMW,3
741,17899,2011,52085,Phoenix, AZ,WBAFR1C55BC742048,BMW,5
742,26000,2014,39146,Berkeley, CA,WBA3A5G51ENP26661,BMW,3
743,18497,2012,65819,Concord, NC,WBAXG5C55CDY29722,BMW,5
744,26742,2014,28556,Norwalk, CA,WBA3C1C50EK107348,BMW,3
745,27900,2014,9689,Huntington Station, NY,WBA3B5G53ENS09455,BMW,3
746,22995,2012,48361,Brea, CA,WBAKG7C56CE802836,BMW,3
747,16999,2012,82123,Manassas, VA,WBAXH5C56CDW05517,BMW,5
748,17977,2012,72367,Hillside, NJ,WBAXH5C58CDW07477,BMW,5
749,25094,2014,19896,Oklahoma City, OK,WBA5A5C52ED502934,BMW,5
750,17995,2014,78778,Manassas, VA,5UXWX9C52E0D13853,BMW,X3xDrive28i
751,16000,2011,80141,Massillon, OH,5UXWX7C54BL731990,BMW,X3AWD
752,30624,2015,11258,Ocala, FL,WBA3A5G57FNS89508,BMW,3
753,23000,2013,34597,Frisco, TX,WBAXG5C53DDY37383,BMW,5
754,18847,2011,64741,Wakefield, MA,WBAFU7C50BC876712,BMW,5
755,34000,2017,4613,Beaverton, OR,WBA8A9C59HK620418,BMW,3
756,24877,2014,21981,Hollywood, FL,WBA5A5C52ED503632,BMW,5
757,12995,2009,80731,Knoxville, TN,5UXFE43589L269447,BMW,X5AWD
758,27955,2014,42557,Tampa, FL,WBA3B3G56ENR81839,BMW,3
759,25000,2014,34105,Gaithersburg, MD,5UXWX9C58E0D33069,BMW,X3xDrive28i
760,21991,2011,43714,West Palm Beach, FL,WBAFR9C58BC758811,BMW,5
761,21800,2014,53632,San Jose, CA,5UXWX9C53E0D23677,BMW,X3xDrive28i
762,22590,2014,46009,Plano, TX,5UXWX9C54E0D13952,BMW,X3xDrive28i
763,19995,2013,85000,Scottsdale, AZ,WBAFR7C51DC824669,BMW,5
764,14000,2008,73826,Arlington Heights, IL,5UXFE83548L098959,BMW,X5AWD
765,9995,2009,120186,Columbus, OH,WBAWC33529PU84913,BMW,3
766,26595,2014,59690,Great Neck, NY,WBA3B9C57EP458925,BMW,3
767,13478,2008,85337,Colorado Springs, CO,5UXFE83548L098492,BMW,X5AWD
768,9999,2006,94931,Marietta, GA,WBAHN83526DT30828,BMW,7
769,25477,2014,42391,Denton, TX,5UXWX9C53E0D34694,BMW,X3xDrive28i
770,29995,2014,,Addison, TX,WBA3B9C52EJ899591,BMW,3
771,7995,2005,115969,Jacksonville, FL,WBAGN63505DS60387,BMW,7
772,31499,2016,35564,Avon, IN,WBA8E3G51GNT80466,BMW,3
773,7999,2009,81000,Orlando, FL,WBAPH73549E127984,BMW,3
774,26897,2014,70468,Avenel, NJ,WBA3B9G55ENR79471,BMW,3
775,16995,2008,57135,Kihel, HI,5UXFE83568L098297,BMW,X5AWD
776,11995,2007,93270,Chesapeake, VA,WBAHN835X7DT71886,BMW,7
777,14995,2010,109000,Stonewall, LA,5UXFE4C5XAL379940,BMW,X5AWD
778,31950,2016,12585,Carrollton, TX,WBXHT3C30GP882339,BMW,X1xDrive
779,11500,2007,68613,Old Hickory, TN,WBANF33577CS39953,BMW,5
780,25995,2014,35734,Westborough, MA,5UXWX9C59E0D25157,BMW,X3xDrive28i
781,17995,2006,79444,Fuquay Varina, NC,WBSNB93596B581998,BMW,5
782,28795,2014,24202,Fremont, CA,WBA5A5C5XED510411,BMW,5
783,28961,2016,26723,Lewisville, TX,5UXWX9C51G0D71634,BMW,X3xDrive28i
784,11899,2007,76438,San Diego, CA,WBAWV135X7PK48814,BMW,3
785,26695,2014,48324,Great Neck, NY,WBA5A7C52ED612006,BMW,5
786,15995,2008,68001,Chicago, IL,WBAHL83578DT13211,BMW,7
787,28996,2014,30213,Mountain View, CA,WBA5A5C59ED507354,BMW,5
788,13988,2007,104305,Englewood, CO,5UXFE83507LZ44647,BMW,X5AWD
789,36857,2017,4030,Highlands Ranch, CO,WBXHT3C3XH5F83862,BMW,X1xDrive28i
790,14795,2008,60750,Lakewood, NJ,WBAVD53578A009649,BMW,3
791,29879,2014,29405,Rochelle Park, NJ,WBA5A7C55ED618527,BMW,5
792,12888,2008,87695,San Mateo, CA,WBAVB73578KY63102,BMW,3
793,27591,2014,53498,Hoover, AL,WBA5B3C55ED538943,BMW,5
794,24577,2014,30175,San Rafael, CA,WBA3N7C54EK221141,BMW,4
795,23830,2012,45548,Pensacola, FL,WBA3A9C54CFX59772,BMW,3
796,38799,2017,8583,Encinitas, CA,WBA8B9C5XHK676445,BMW,3
797,35994,2016,21451,Bensenville, IL,WBA8F1C51GK438407,BMW,3
798,39525,2017,5776,Midlothian, VA,WBA8D9G54HNU58570,BMW,3
799,32180,2014,26735,Boardman, OH,WBA5A7C50ED617074,BMW,5
800,20999,2012,77682,Miami, FL,WBAKC8C58CC436309,BMW,7
801,17988,2011,72972,San Diego, CA,WBAFR1C52BDS36803,BMW,5
802,33476,2016,12655,Houston, TX,5UXWZ7C55G0R32039,BMW,X3sDrive28i
803,25559,2012,59718,Littleton, CO,5UXZW0C53CL672360,BMW,X5AWD
804,33964,2015,36020,San Antonio, TX,WBA5B1C51FD921817,BMW,5
805,22897,2011,59865,Garden Grove, CA,WBAKX8C52BC198072,BMW,7
806,15988,2010,34737,Montgomery, AL,WBANU5C50AC364592,BMW,5
807,28490,2014,,Plano, TX,WBA5M2C57ED871830,BMW,5
808,33998,2015,38116,Decatur, GA,WBA5B1C50FD921582,BMW,5
809,28995,2014,40897,Westbrook, ME,WBA3D5C52EKX99178,BMW,3
810,29000,,28358,Palatine, IL,WBA4A7C57FD415796,BMW,4
811,35995,2016,24378,Fountain Hills, AZ,WBA5A5C56GG352439,BMW,5
812,30995,2016,6825,Doral, FL,WBA3N9C5XGK248567,BMW,4
813,35995,2016,29649,Springfield, VA,5UXWX9C55G0D89635,BMW,X3xDrive28i
814,28500,2015,35340,MONTCLAIR, CA,WBA4A9C51FD416308,BMW,4
815,26940,2013,64043,Newnan, GA,WBAYF4C59DD127910,BMW,7
816,27998,2015,57136,Jacksonville, FL,WBA3V5C53FP752971,BMW,4
817,24991,2015,30176,Gainesville, FL,WBAVM1C57FV314762,BMW,X1sDrive28i
818,35993,2015,30456,Henderson, NV,5UXXW3C55F0F89479,BMW,X4xDrive28i
819,32899,2014,51502,Beavercreek, OH,5UXKR0C53E0H20231,BMW,X5xDrive35i
820,31988,2012,62364,Monterey Park, CA,5YMGY0C50CLK27519,BMW,X5
821,32494,2014,64792,Loveland, CO,5UXKR0C51E0H17991,BMW,X5xDrive35i
822,29990,2012,51784,Concord, CA,WBAKC8C57CC436849,BMW,7
823,39567,2017,4234,Midlothian, VA,WBA8B9G57HNU48766,BMW,3
824,34777,2014,39998,Lodi, NJ,5UXKS4C57E0J95392,BMW,X5xDrive35d
825,40885,2014,12535,Santa Monica, CA,WBAKN9C55ED681565,BMW,5
826,32900,2014,28947,Huntington Station, NY,WBA3D5C53EKX95382,BMW,3
827,32988,2013,53557,Decatur, GA,WBAYF8C58DD140901,BMW,7
828,32999,2012,38787,Sarasota, FL,WBALZ3C50CDL72704,BMW,6
829,24999,2014,48102,Miami Gardens, FL,WBA5B1C58ED917178,BMW,5
830,34995,2015,30127,Westborough, MA,WBA1J9C58FVX98513,BMW,2
831,30988,2012,69335,Pacoima, CA,WBALZ3C51CDL70511,BMW,6
832,35500,2014,35998,Hartford, CT,WBA3T1C59EPS98965,BMW,4
833,46867,2017,4306,Plano, TX,WBY1Z8C39HV890820,BMW,i394
834,28888,2011,56386,Hollywood, FL,WBSKG9C52BE368520,BMW,M32dr
835,41777,2018,4257,Valencia, CA,WBA4J1C55JBA30192,BMW,4
836,47045,2017,4934,Fremont, CA,5UXWX7C56H0U41132,BMW,X3xDrive35i
837,23867,2013,63801,Austin, TX,5UXZV4C5XD0B18040,BMW,X5xDrive35i
838,43276,2016,28650,Mount Kisco, NY,5UXKR0C5XG0P34658,BMW,X5xDrive35i
839,34333,2013,83800,North Hollywood, CA,WBA6B2C51DD128184,BMW,6
840,38995,2014,35691,Hayward, CA,5UXFG2C53E0H11418,BMW,X6xDrive35i
841,34995,2015,4252,Darien, CT,WBY1Z4C56FV502563,BMW,i3Hatchback
842,43881,2014,29304,Bedford, TX,5UXKR6C54E0C03118,BMW,X5xDrive50i
843,25995,2011,80713,Farmers Branch, TX,WBAKB8C56BCY66776,BMW,7
844,49299,2017,13000,Spring Valley, NY,5UXKR0C50H0U52921,BMW,X5xDrive35i
845,47444,2015,25147,Reading, PA,5UXKS4C50F0N09854,BMW,X5xDrive35d
846,52991,2016,13158,Charlotte, NC,5UXKT0C50G0F75105,BMW,X5
847,56445,2017,99,Lancaster, PA,5UXWX7C34H0U44464,BMW,X3xDrive35i
848,49995,2015,17292,Chicago, IL,WBAYE8C58FD781228,BMW,7
849,59776,2017,4167,Eatontown, NJ,WBAJA7C31HG905086,BMW,5
850,56990,2017,7890,Arlington, TX,5UXKR0C58H0U51824,BMW,X5xDrive35i
851,55620,2017,6185,Mobile, AL,WBA4U9C33H5H64455,BMW,4
852,59991,2017,15348,Charlotte, NC,5UXKR0C57H0V67516,BMW,X5xDrive35i
853,14300,2014,7544,Waterford, MI,1G4PN5SK0E4160578,Buick,VeranoBase
854,13991,2015,31916,Costa Mesa, CA,KL4CJASB6FB135182,Buick,EncoreFWD
855,16800,2015,15855,Melbourne, FL,KL4CJASB6FB123761,Buick,EncoreFWD
856,5995,2007,116419,Abington, MA,3G5DA03LX7S586169,Buick,RendezvousFWD
857,7990,2007,52399,Golden Valley, MN,1G4HP572X7U130157,Buick,Lucerne4dr
858,7950,2009,88000,Seattle, WA,2G4WD582891140456,Buick,LaCrosse4dr
859,16253,2013,43494,Lewes, DE,1G4GF5E36DF165045,Buick,LaCrosseFWD
860,10988,2009,48890,Cincinnati, OH,1G4HD57M59U121024,Buick,Lucerne4dr
861,7988,2008,78880,Manassas, VA,1G4HD57268U127671,Buick,Lucerne4dr
862,18898,2014,33098,Tinley Park, IL,1G4GB5G32EF181527,Buick,LaCrosseFWD
863,16440,2014,36973,CREVE COEUR, MO,2G4GK5EX9E9269733,Buick,RegalTurbo
864,8500,2006,83940,Muncie, IN,1G4HD57256U239746,Buick,Lucerne4dr
865,13888,2011,84151,San Antonio, TX,5GAKRBED1BJ363850,Buick,EnclaveFWD
866,16981,2012,73562,Addison, TX,5GAKRCED8CJ100648,Buick,EnclaveLeather
867,2995,2002,121002,Fort Benton, MT,2G4WY55J921177683,Buick,Century4dr
868,13294,2009,121339,Punta Gorda, FL,5GAEV23D29J113152,Buick,EnclaveAWD
869,25490,2014,29848,Duluth, GA,5GAKRBKDXEJ340639,Buick,EnclaveLeather
870,24981,2014,55770,League City, TX,5GAKRBKD6EJ365277,Buick,EnclaveLeather
871,10395,2009,82119,Columbus, OH,1G4HP57M39U130800,Buick,Lucerne4dr
872,25500,2013,68526,Kansas City, KS,5GAKVDKD6DJ236106,Buick,EnclavePremium
873,23988,2014,47761,Coon Rapids, MN,1G4GF5G34EF195417,Buick,LaCrosseFWD
874,34848,2017,16500,Las Cruces, NM,5GAKRBKD6HJ172048,Buick,EnclaveLeather
875,37488,2017,32548,Savannah, MO,5GAKVCKD7HJ190348,Buick,EnclavePremium
876,40635,2017,4081,Miami, FL,LRBFXBSA3HD020169,Buick,EnvisionFWD
877,17222,2013,52198,Naples, FL,1G6AJ5S36D0123204,Cadillac,ATS3.6L
878,18600,2014,48392,Dallas, TX,1G6AB5RX1E0155811,Cadillac,ATS2.0L
879,22000,,,Lowell, NC,1G6AB5RA9E0154305,Cadillac,ATS2.5L
880,17500,2012,56154,Glen Burnie, MD,3GYFNGE31CS655508,Cadillac,SRXFWD
881,9990,2012,121438,Tampa, FL,1G6DA5E57C0145852,Cadillac,CTS
882,21995,2012,30103,Westborough, MA,3GYFNAE3XCS516037,Cadillac,SRXFWD
883,26290,2016,36723,Kennesaw, GA,3GYFNBE33GS531376,Cadillac,SRXLuxury
884,27998,2014,21176,Houston, TX,1G6DD1E33E0169731,Cadillac,CTS
885,30499,2016,17463,McKinney, TX,3GYFNBE33GS506767,Cadillac,SRXLuxury
886,28989,2015,31572,Orem, UT,3GYFNEE38FS616679,Cadillac,SRXLuxury
887,23928,2014,46821,Albert Lea, MN,1G6AX5SX0E0131463,Cadillac,CTS
888,28995,2015,16591,Pelham, AL,3GYFNBE31FS640076,Cadillac,SRXLuxury
889,9503,2006,118610,Atlanta, GA,1GYEC63N86R141209,Cadillac,Escalade4dr
890,29900,2014,20273,Englewood Cliffs, NJ,3GYFNEE39ES624675,Cadillac,SRXLuxury
891,30995,2016,7175,Orlando, FL,1G6AR5SX4G0122407,Cadillac,CTS
892,32594,2015,34796,Fredericktown, MO,3GYFNGE39FS574423,Cadillac,SRXPremium
893,28999,2016,,Hudson, MA,2G61N5S31G9145061,Cadillac,XTSAWD
894,38280,2017,6628,Van Wert, OH,1GYKNDRS9HZ192929,Cadillac,XT5Luxury
895,15000,2012,61839,Alexandria, VA,1G6DC5E58C0113860,Cadillac,CTS
896,20995,2009,116882,Brooklyn Center, MN,1GYFK23229R255877,Cadillac,EscaladeAWD
897,19988,2008,114676,Englewood, CO,1GYFK63868R219670,Cadillac,EscaladeAWD
898,23999,2014,32259,Salinas, CA,3GYFNBE3XES520100,Cadillac,SRXLuxury
899,25998,2009,71330,Abilene, TX,1GYFK23219R194344,Cadillac,EscaladeAWD
900,26988,2009,71551,Englewood, CO,1GYFK13259R234810,Cadillac,EscaladeAWD
901,39888,2017,11078,Ocala, FL,2G61M5S32H9142562,Cadillac,XTSFWD
902,28888,2017,19800,Richardson, TX,2G61M5S32H9145414,Cadillac,XTSFWD
903,35000,2011,76947,Fuquay-Varina, NC,1G6DV5EPXB0169437,Cadillac,CTS-V
904,57891,2015,33507,Jacksonville, FL,1GYS4BKJ3FR186484,Cadillac,Escalade4WD
905,76230,2016,6913,Philadelphia, PA,1G6A15S60G0158934,Cadillac,CTS-V
906,10700,2015,24236,Princeton, NJ,1G1PB5SG6F7285330,Chevrolet,CruzeLS
907,10900,2011,18001,Belton, MO,1G1ZA5EU5BF368258,Chevrolet,Malibu
908,14500,2014,12519,St Louis, MO,1G11C5SL4EF174599,Chevrolet,Malibu1LT
909,9977,2014,70561,Villa Park, IL,1G11B5SL7EF106817,Chevrolet,MalibuLS
910,17233,2017,25076,Fort Lauderdale, FL,1G1ZE5ST1HF149502,Chevrolet,MalibuLT
911,8575,2012,47036,Allentown, PA,1G1PF5SC4C7361740,Chevrolet,CruzeSedan
912,16733,2017,34415,Lakewood, WA,1G1ZE5ST5HF121654,Chevrolet,MalibuLT
913,17233,2017,29601,Saint Paul, MN,1G1ZE5ST3HF116307,Chevrolet,MalibuLT
914,17933,2017,21580,New Orleans, LA,1G1ZE5ST4HF207991,Chevrolet,MalibuLT
915,12500,2015,40580,Warrenton, VA,1G1PG5SB0F7184676,Chevrolet,CruzeLTZ
916,18533,2017,17199,Sandy, UT,1G1ZE5ST6HF174265,Chevrolet,MalibuLT
917,18533,2017,17982,Lakewood, WA,1G1ZE5ST3HF172585,Chevrolet,MalibuLT
918,18533,2017,18407,San Mateo, CA,1G1ZE5ST3HF199897,Chevrolet,MalibuLT
919,18533,2017,19810,Lawrenceville, GA,1G1ZE5ST0HF199338,Chevrolet,MalibuLT
920,14989,2016,18576,Brook Park, OH,1G11B5SA4GF133927,Chevrolet,Malibu
921,11800,2014,42012,Cedar Rapids, IA,1G1PC5SB2E7357267,Chevrolet,Cruze1LT
922,8584,2011,53918,Garland, TX,1G1PF5S9XB7109896,Chevrolet,Cruze4dr
923,11988,2013,64780,North Dartmouth, MA,1G11D5RR6DF121747,Chevrolet,MalibuECO
924,14737,2016,20292,Seymour, IN,1G1BE5SM8G7262902,Chevrolet,CruzeLT
925,15206,2017,22941,Ivel, KY,1G1BE5SM7H7100096,Chevrolet,CruzeSedan
926,18679,2017,11705,Virgina Beach, VA,1G1ZE5ST2HF151209,Chevrolet,MalibuLT
927,4100,2010,83647,Portsmouth, VA,KL1TD5DE2AB113790,Chevrolet,Aveo4dr
928,,2016,41324,Elizabeth City, NC,1G11C5SA9GF148243,Chevrolet,Malibu
929,13500,2015,22561,Merriam, KS,1G1PC5SB3F7121759,Chevrolet,Cruze1LT
930,14195,2014,24549,Coon Rapids, MN,1G1PE5SBXE7258822,Chevrolet,Cruze2LT
931,15000,2016,24799,Austin, TX,1G1BE5SM0G7326656,Chevrolet,CruzeLT
932,7500,2011,73246,Alliance, OH,1G1PC5SH5B7133023,Chevrolet,Cruze4dr
933,9803,2013,63278,Gladstone, OR,1G1PA5SG5D7213678,Chevrolet,CruzeLS
934,6494,2011,115116,Lawrenceville, NJ,1G1ZB5E19BF159253,Chevrolet,Malibu4dr
935,11995,2013,66280,Philadelphia, PA,1G11D5RR7DF106285,Chevrolet,MalibuECO
936,13999,2014,46942,Granite City, IL,2GNALAEK1E6345054,Chevrolet,EquinoxFWD
937,13924,2016,22225,Livonia, MI,3GNCJKSB6GL219747,Chevrolet,TraxFWD
938,13830,2015,15437,Lake Park, FL,3GNCJKSB0FL199669,Chevrolet,TraxFWD
939,8000,2011,69668,Sunrise, FL,1G1PC5SH4B7267330,Chevrolet,Cruze4dr
940,18990,2016,18326,Derby, KS,1G1ZE5ST4GF356013,Chevrolet,MalibuLT
941,9700,2014,85319,Dallas, TX,1G1PE5SB8E7335686,Chevrolet,Cruze2LT
942,16772,2013,34487,Tucson, AZ,2GNALDEKXD6236768,Chevrolet,EquinoxFWD
943,12894,2014,77584,Union City, GA,2GNALAEK5E1129107,Chevrolet,EquinoxFWD
944,21495,2017,986,El Paso, TX,2GNALBEK6H1542471,Chevrolet,EquinoxFWD
